lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
2024-04-18,14:05:33
select the freq range,"[50, 100]"
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 20;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
50.0,-2.699331262e-05,100.020374,0.00501434,0.501547
50.0,-2.589364202e-05,100.020537,0.00501438,0.50154
50.0,-2.699177548e-05,100.0205767,0.00501436,0.501541
50.0,-2.834680518e-05,100.0205875,0.00501441,0.501547
50.0,-2.728122438e-05,100.0194087,0.0050144,0.501544
50.0,-2.885334688e-05,100.0209659,0.00501442,0.50154
50.0,-3.04879815e-05,100.0207959,0.0050144,0.501552
50.0,-2.92835249e-05,100.020715,0.00501445,0.501552
50.0,-2.978459973e-05,100.0206531,0.00501443,0.501556
50.0,-2.942262133e-05,100.0213395,0.00501442,0.501547
50.0,-2.89765606e-05,100.0210898,0.00501443,0.50154
50.0,-3.112698019e-05,100.021715,0.00501443,0.501549
50.0,-2.965507223e-05,100.0207353,0.00501438,0.501547
50.0,-2.869793571e-05,100.0214347,0.00501442,0.501546
50.0,-2.966357958e-05,100.0210189,0.00501443,0.501548
50.0,-3.031284712e-05,100.0213263,0.00501442,0.501546
Freq,50,Rs,100.02082958125,0.0005334123873301047,Ls,-2.8860738090625e-05,1.4398801081849958e-06
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 50;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
100.0,-6.807611504e-06,100.0198829,0.00500971,0.501074
100.0,-7.128014315e-06,100.0192975,0.00500972,0.501073
100.0,-7.118000961e-06,100.0194767,0.00500973,0.50107
100.0,-7.577126521e-06,100.0192308,0.0050097,0.501071
100.0,-7.572795477e-06,100.0194257,0.00500975,0.50107
100.0,-7.735699917e-06,100.0191624,0.00500972,0.501076
100.0,-7.158472452e-06,100.0193805,0.00500972,0.501073
100.0,-7.516861877e-06,100.019832,0.00500977,0.501066
100.0,-7.515131233e-06,100.0196036,0.00500972,0.501071
100.0,-7.3672265e-06,100.0194445,0.00500973,0.501067
100.0,-7.011918293e-06,100.0193432,0.00500972,0.50107
100.0,-6.98022437e-06,100.0193293,0.00500973,0.501068
100.0,-7.001308756e-06,100.0196514,0.00500978,0.501067
100.0,-6.945949442e-06,100.0195476,0.00500976,0.501067
100.0,-7.02260455e-06,100.0196002,0.00500975,0.501076
100.0,-7.288807018e-06,100.0190195,0.00500977,0.501072
Freq,100,Rs,100.01945173749999,0.00023108531433184204,Ls,-7.234234574125e-06,2.7949333502678985e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
200.0,-6.174347711e-06,100.0218168,0.00500482,0.500596
200.0,-6.4371945e-06,100.0219335,0.00500482,0.500584
200.0,-6.631396338e-06,100.0219563,0.00500479,0.500594
200.0,-6.559654301e-06,100.0218285,0.00500479,0.500587
200.0,-6.4934418e-06,100.0219567,0.00500483,0.500593
200.0,-6.381250001e-06,100.0217961,0.00500479,0.500591
200.0,-6.403862397e-06,100.0218245,0.00500484,0.50059
200.0,-6.264800447e-06,100.0219575,0.0050048,0.500586
200.0,-6.575324577e-06,100.021958,0.00500481,0.500585
200.0,-6.505520868e-06,100.0217256,0.00500481,0.500587
200.0,-6.347099874e-06,100.021897,0.00500476,0.500592
200.0,-6.337785469e-06,100.0217808,0.00500489,0.500591
200.0,-6.409635536e-06,100.0220637,0.00500488,0.5006
200.0,-6.258248139e-06,100.021271,0.00500485,0.500589
200.0,-6.598999653e-06,100.0219152,0.0050048,0.500592
200.0,-6.307710906e-06,100.0215235,0.00500482,0.500598
Freq,200,Rs,100.02182529375,0.00019364325091562518,Ls,-6.4178920323125e-06,1.3427283778304503e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 200;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
300.0,-2.747401572e-06,100.0211282,0.00500457,0.500561
300.0,-2.631016288e-06,100.0212601,0.00500453,0.50056
300.0,-2.873630544e-06,100.0212858,0.00500454,0.500559
300.0,-2.765965231e-06,100.021203,0.00500454,0.500561
300.0,-2.792985639e-06,100.0210764,0.00500456,0.500564
300.0,-2.770598794e-06,100.0209088,0.0050046,0.500559
300.0,-2.617631647e-06,100.0209613,0.00500453,0.500553
300.0,-2.779399987e-06,100.0214253,0.0050045,0.500559
300.0,-2.698403891e-06,100.021246,0.0050045,0.500558
300.0,-2.767919943e-06,100.0211906,0.00500446,0.500559
300.0,-2.603685793e-06,100.0207258,0.00500456,0.500556
300.0,-2.796309846e-06,100.0214005,0.00500451,0.500558
300.0,-2.720823054e-06,100.0213722,0.00500453,0.500562
300.0,-2.822270833e-06,100.0209686,0.00500451,0.500559
300.0,-2.822357386e-06,100.021269,0.00500444,0.500559
300.0,-2.749433316e-06,100.0214546,0.00500447,0.50056
Freq,300,Rs,100.0211797625,0.0002061469342497865,Ls,-2.74748961025e-06,7.664040274181751e-08
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 300;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
500.0,-1.091953325e-06,100.0205473,0.00500661,0.500765
500.0,-9.671352271e-07,100.0203478,0.00500662,0.500761
500.0,-1.018623676e-06,100.0203739,0.00500663,0.500768
500.0,-1.0142354e-06,100.0205634,0.00500661,0.500769
500.0,-9.934482371e-07,100.0206782,0.00500658,0.500757
500.0,-9.470879924e-07,100.0201842,0.00500665,0.500764
500.0,-9.888271357e-07,100.0203191,0.00500653,0.500764
500.0,-1.062395319e-06,100.0204198,0.0050066,0.500767
500.0,-1.1422847e-06,100.0205562,0.00500666,0.500766
500.0,-1.089551236e-06,100.0205285,0.00500663,0.500764
500.0,-1.007570816e-06,100.0203974,0.00500659,0.500765
500.0,-1.114021788e-06,100.0203344,0.00500662,0.500764
500.0,-1.00496979e-06,100.020313,0.00500665,0.500765
500.0,-1.098710167e-06,100.0200961,0.00500667,0.500765
500.0,-1.125690797e-06,100.0199325,0.00500661,0.500767
500.0,-1.209758204e-06,100.0205555,0.00500662,0.500767
Freq,500,Rs,100.02038420625,0.00019435278394052958,Ls,-1.05476648814375e-06,7.295817984262704e-08
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 500;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
800.0,-4.328431254e-07,100.0193818,0.0050134,0.501429
800.0,-3.922912732e-07,100.0193524,0.00501337,0.501433
800.0,-4.17933607e-07,100.0193362,0.00501328,0.50143
800.0,-4.631744304e-07,100.0191686,0.00501332,0.501431
800.0,-4.332548115e-07,100.0193628,0.0050133,0.501425
800.0,-4.759895773e-07,100.0195111,0.00501329,0.501432
800.0,-4.594785172e-07,100.0191783,0.00501337,0.501428
800.0,-4.186592624e-07,100.0194468,0.00501335,0.501429
800.0,-4.137202734e-07,100.0193974,0.00501332,0.501436
800.0,-4.519243087e-07,100.0194052,0.00501332,0.501429
800.0,-4.684343441e-07,100.0191258,0.00501329,0.501431
800.0,-3.911651214e-07,100.0192193,0.00501336,0.501428
800.0,-4.047015708e-07,100.0195558,0.00501339,0.501433
800.0,-4.425094746e-07,100.0193029,0.00501336,0.501433
800.0,-4.685789908e-07,100.0195043,0.00501337,0.501432
800.0,-4.368154587e-07,100.0189479,0.00501336,0.501438
Freq,800,Rs,100.0193247875,0.0001615792349494291,Ls,-4.3571713418125004e-07,2.7493963408642115e-08
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 800;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
1000.0,3.879210304e-07,100.0187032,0.00499644,0.499751
1000.0,3.956858448e-07,100.018851,0.00499647,0.49974
1000.0,3.88264089e-07,100.0191203,0.00499651,0.499737
1000.0,3.867775356e-07,100.0188006,0.00499649,0.499742
1000.0,4.140328411e-07,100.0187827,0.00499644,0.499738
1000.0,3.974012162e-07,100.0187772,0.00499644,0.499742
1000.0,4.216566287e-07,100.018678,0.0049965,0.499741
1000.0,4.156836727e-07,100.0186811,0.0049964,0.499738
1000.0,4.287771343e-07,100.0184611,0.00499644,0.499736
1000.0,4.096518929e-07,100.0188519,0.00499647,0.499738
1000.0,3.859118131e-07,100.0188185,0.00499648,0.499738
1000.0,5.045019276e-07,100.0190998,0.00499639,0.499732
1000.0,3.889750394e-07,100.0189833,0.00499644,0.499743
1000.0,3.912195347e-07,100.0186397,0.00499639,0.499738
1000.0,3.777361332e-07,100.0188962,0.00499645,0.499736
1000.0,4.106802137e-07,100.018584,0.00499645,0.499747
Freq,1000,Rs,100.0187955375,0.00017645772628913523,Ls,4.065547842125e-07,3.006338013034585e-08
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 1000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
1591.5494309189535,2.615381985e-07,100.0236979,0.00502806,0.502927
1591.5494309189535,2.73219568e-07,100.0236748,0.00502805,0.502924
1591.5494309189535,2.534052661e-07,100.0233701,0.00502801,0.502923
1591.5494309189535,2.672863284e-07,100.0237218,0.00502809,0.502924
1591.5494309189535,2.694238399e-07,100.0237898,0.00502805,0.502924
1591.5494309189535,2.752146067e-07,100.023707,0.00502809,0.50292
1591.5494309189535,2.626203899e-07,100.0235315,0.00502807,0.502925
1591.5494309189535,2.762157558e-07,100.0234728,0.00502808,0.502922
1591.5494309189535,2.872379119e-07,100.0235875,0.00502804,0.502922
1591.5494309189535,2.961067466e-07,100.0235231,0.00502808,0.502931
1591.5494309189535,2.67017862e-07,100.0236355,0.0050281,0.502934
1591.5494309189535,2.936008292e-07,100.0236033,0.00502804,0.50293
1591.5494309189535,2.811788329e-07,100.0235373,0.00502806,0.502933
1591.5494309189535,2.842398291e-07,100.0236346,0.00502803,0.502922
1591.5494309189535,2.763072936e-07,100.023623,0.00502803,0.502925
1591.5494309189535,2.521172016e-07,100.0236199,0.00502805,0.502921
Freq,1591.5494309189535,Rs,100.02360811875,0.00010442019740110408,Ls,2.7354565376250003e-07,1.2951458781136411e-08
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 1592;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2000.0,1.306952022e-07,100.0198249,0.00502275,0.502372
2000.0,1.107982668e-07,100.0199957,0.00502275,0.502377
2000.0,1.273654468e-07,100.0198575,0.00502274,0.502373
2000.0,1.250120801e-07,100.0199262,0.00502278,0.502373
2000.0,1.272995852e-07,100.0199022,0.00502274,0.502373
2000.0,1.2324213e-07,100.0198594,0.00502275,0.502377
2000.0,1.190704912e-07,100.0198038,0.00502271,0.502372
2000.0,1.03133416e-07,100.0198746,0.00502281,0.502377
2000.0,1.15735372e-07,100.0197583,0.00502274,0.502376
2000.0,1.098210032e-07,100.0200107,0.00502277,0.502378
2000.0,1.165964503e-07,100.0196164,0.00502283,0.502378
2000.0,1.120171766e-07,100.0197788,0.00502275,0.502376
2000.0,1.142785122e-07,100.019971,0.00502278,0.502376
2000.0,1.165223908e-07,100.0196374,0.00502272,0.502376
2000.0,1.12222293e-07,100.0199536,0.00502276,0.502381
2000.0,1.090578034e-07,100.0195145,0.00502274,0.502383
Freq,2000,Rs,100.01983031249999,0.000142379113050791,Ls,1.170542262375e-07,7.792696969250107e-09
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 2000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
